NORMAL_WAR_DISMANTLE_NAME;$ORDER$$FIRST$ War to Dismantle the $SECOND$ Empire;;;;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$$FIRST$ War to Dismantle the $SECOND$ Empire;;;;;;;;;;;;x
garibaldi_expedition;Expedition of the Thousand;;;;;;;;;;;;x
garibaldi_expedition;Expedition of the Thousand;;;;;;;;;;;;x
garibaldi_expedition_desc;Overthrow the local government and complete the unification of Italy.;;;;;;;;;;;;x
garibaldi_expedition_short;Unify Italy.;;;;;;;;;;;;;x
garibaldi_expedition_setup;Unify Italy.;;;;;;;;;;;;x
NORMAL_GARIBALDI_EXPEDITION_WAR_NAME;Expedition of the Thousand;;;;;;;;;;;;x
AGRESSION_GARIBALDI_EXPEDITION_WAR_NAME;Expedition of the Thousand;;;;;;;;;;;;x
EVTNAME2580;The fall of $COUNTRY$;;;;;;;;;;;;x
EVTDESC2580;The world has had enough of $COUNTRY$ and they have agreed to dismantle their empire.;;;;;;;;;;;;x
EVTOPTA2580;This day will go down in history.;;;;;;;;;;;;x
EVTNAME2581;Dismantling $COUNTRY$;;;;;;;;;;;;x
EVTDESC2581;All colonies will be transferred to the victor and any nations with claims on our lands will take them.;;;;;;;;;;;;x
EVTOPTA2581;Damn!;;;;;;;;;;;;x
EVTNAME2582;Our claims in $FROMCOUNTRY$;;;;;;;;;;;;x
EVTDESC2582;The Great Powers have agreed to give us our claims on $FROMCOUNTRY$.;;;;;;;;;;;;x
EVTOPTA2582;Excellent!;;;;;;;;;;;;x
EVTNAME2583;Freedom from $FROMCOUNTRY$;;;;;;;;;;;;x
EVTDESC2583;The Great Powers have agreed to give us our freedom from $FROMCOUNTRY$.;;;;;;;;;;;;x
EVTOPTA2583;Excellent!;;;;;;;;;;;;x
EVTNAME2584;$FROMCOUNTRY$ Colonial Concessions;;;;;;;;;;;;x
EVTDESC2584;As part of the terms of the peace treaty with $FROMCOUNTRY$, they are forced to surrender all their colonial possessions to us.;;;;;;;;;;;;x
EVTOPTA2584;Excellent!;;;;;;;;;;;;x
acquire_state_desc;Acquire an enemy §Ystate§W with between 150K and 4M population;;;;;;;;;;;;;;;;x
mexican_american_war;Liberate all cores;;;;;;;;;;;;;;;;x
mexican_american_war_desc;Liberate your country from its oppressors;;;;;;;;;;;;;x
mexican_american_war_setup;Acquires all core territory;;;;;;;;;;;;;x
mexican_american_war_short;Acquires all core territory;;;;;;;;;;;;;x
acquire_all_cores;Liberate all cores;;;;;;;;;;;;;x
acquire_all_cores_desc;Liberate your country from its oppressors;;;;;;;;;;;;;x
acquire_all_cores_setup;Acquires all core territory;;;;;;;;;;;;;x
acquire_all_cores_short;Acquires all core territory;;;;;;;;;;;;;x
acquire_small_state;Acquire small state;;;;;;;;;;;;;x
acquire_small_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_small_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_small_state_desc;Can use on states <150K population before 1860, <200k between 1860-1885, <300k between 1885-1910, <450k after 1910.;;;;;;;;;;;;;x
acquire_mid_state;Acquire medium state;;;;;;;;;;;;;x
acquire_mid_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_mid_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_mid_state_desc;Can use on states <300K population before 1860, <400k between 1860-1885, <600k between 1885-1910, <900k after 1910.;;;;;;;;;;;;;x
acquire_massive_state;Acquire massive state;;;;;;;;;;;;;x
acquire_massive_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_massive_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_massive_state_desc;Take a state with greater than 4M population.;;;;;;;;;;;;;x
acquire_siberian_state;Acquire siberian state;;;;;;;;;;;;;x
acquire_siberian_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_siberian_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_siberian_state_desc;Take a siberian state for half the warscore of a normal state.;;;;;;;;;;;;;x
puppet_acquire_state;Acquire State;;;;;;;;;;;;;x
puppet_acquire_state_setup;Acquire State;;;;;;;;;;;;;x
puppet_acquire_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
puppet_acquire_state_desc;Take a state for a puppet nation.;;;;;;;;;;;;;x
chinese_civil_war;Restore Order;;;;;;;;;;;;;x
chinese_civil_war_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
chinese_civil_war_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
chinese_civil_war_desc;Annex a foreign §Ycountry§W all provinces of which are your cores.;;;;;;;;;;;;;x
chinese_civil_war_acquire_state;Acquire core;;;;;;;;;;;;;x
chinese_civil_war_acquire_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
chinese_civil_war_acquire_state_short;Acquire core $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
chinese_civil_war_acquire_state_desc;Acquire an enemy §Ystate§W where we have §Ycore provinces§W;;;;;;;;;;;;;x
african_acquire_african_state;Acquire Sub-Saharan State;;;;;;;;;;;;;x
african_acquire_african_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
african_acquire_african_state_short;Acquire $STATE$;;;;;;;;;;;;;x
african_acquire_african_state_desc;Only Sub-Saharan countries can use this cb to take land against other Sub-Saharan countries.;;;;;;;;;;;;;x
european_acquire_african_state;Scramble for Africa;;;;;;;;;;;;;x
european_acquire_african_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
european_acquire_african_state_short;Acquire $STATE$;;;;;;;;;;;;;x
european_acquire_african_state_desc;Take an uncivilized Sub-Saharan African state with greatly reduced infamy costs.;;;;;;;;;;;;;x
NORMAL_WAR_FORALLIES_NAME;$ORDER$$FIRST$ Conquest of $STATE$ for $COUNTRY$;;;;;;;;;;;;x
AGRESSION_WAR_FORALLIES_NAME;$ORDER$$FIRST$ Conquest of $STATE$ for $COUNTRY$;;;;;;;;;;;;x
demand_for_ally;Demand for ally;;;;;;;;;;;;;x
demand_for_ally_setup;Transfer $STATE$;;;;;;;;;;;;;x
demand_for_ally_short;Transfer $STATE$;;;;;;;;;;;;;x
demand_for_ally_desc;Demand a state for another nation.;;;;;;;;;;;;;x
take_capital;Take Capital;;;;;;;;;;;;;x
take_capital_setup;Take capital;;;;;;;;;;;;;x
take_capital_short;Take capital of $RECIPIENT$;;;;;;;;;;;;;x
take_capital_desc;Take the capital state of a country;;;;;;;;;;;;;x
conquest_small;Minor Conquest;;;;;;;;;;;;;x
conquest_small_setup;Minor Conquest;;;;;;;;;;;;;x
conquest_small_short;Minor Conquest;;;;;;;;;;;;;x
conquest_small_desc;Can use on nations with <400K population before 1860, <550k between 1860-1885, <800k between 1885-1910, <1.2M after 1910. Can only use on sub-saharan uncivilized nation with less than 150k POPs until colonial negotiations is invented.;;;;;;;;;;;;;x
conquest_tiny;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_setup;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_short;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_desc;Can use on nations with <150K population before 1860, <200k between 1860-1885, <300k between 1885-1910, <450k after 1910. Cannot use on sub-saharan african nations.;;;;;;;;;;;;;x
european_african_conquest;Scramble for Africa Conquest;;;;;;;;;;;;;x
european_african_conquest_setup;Scramble for Africa Conquest;;;;;;;;;;;;;x
european_african_conquest_short;Scramble for Africa Conquest;;;;;;;;;;;;;x
european_african_conquest_desc;Annex an uncivilized Sub-Saharan African country with greatly reduced infamy costs.;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli;Demand Chinese Concession;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli_setup;Demand Chinese Concession;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli_short;Demand Chinese Concession;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli_desc;Take a treaty port from China.;;;;;;;;;;;;;x
opium_war;Opium War;;;;;;;;;;;;;x
opium_war_setup;Force an unequal treaty.;;;;;;;;;;;;;x
opium_war_short;Force an unequal treaty.;;;;;;;;;;;;;x
opium_war_desc;This cb will give us the "Unequal Chinese Treaty" modifier that gives +2% tax efficiency, +5% tariff efficiency, and +0.2 daily research points while giving China the "Opium Addiction" modifier. If China owns Hong Kong they will also be forced to cede that province to us.;;;;;;;;;;;;;x
NORMAL_OPIUM_WAR_NAME;$ORDER$$FIRST$-$SECOND$ Opium War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_OPIUM_WAR_NAME;$ORDER$$FIRST$-$SECOND$ Opium War;;;;;;;;;;;;;;;;;;;;x
blockade;Blockade;;;;;;;;;;;;;;;;;;;;x
blockade_setup;Setup a blockade around country and prevent it from getting immigrants. Lasts 15 years.;;;;;;;;;;;;;;;;;;;;x
blockade_short;Setup a blockade around country and prevent it from getting immigrants.;;;;;;;;;;;;;;;;;;;;x
blockade_desc;This cb adds a negative modifier to immigrant attraction to the target nation. Lasts 15 years.;;;;;;;;;;;;;;;;;;;;x
blockaded_modifier;Blockaded;;;;;;;;;;;;;;;;;;;;x
blockaded_modifier_desc;Immigrants are unable to reach our shores due to the ongoing blockade.;;;;;;;;;;;;;;;;;;;;x
establish_small_protectorate_casus_belli;Establish Small Protectorate;;;;;;;;;;;;;;;;;;;;x
establish_small_protectorate_casus_belli_setup;Establish Small Protectorate;;;;;;;;;;;;;;;;;;;;x
establish_small_protectorate_casus_belli_short;Establish Small Protectorate;;;;;;;;;;;;;;;;;;;;x
establish_small_protectorate_casus_belli_desc;Annex an uncivilized nation with less than 150k POPs.;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_BLOCKADE_NAME;$ORDER$$FIRST$ Blockade of $SECOND$;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_BLOCKADE_NAME;$ORDER$$FIRST$ Blockade of $SECOND$;;;;;;;;;;;;;;;;;;;;x
free_balkans;Liberate the Balkans;;;;;;;;;;;;;x
free_balkans_setup;Liberate the Balkans;;;;;;;;;;;;;x
free_balkans_short;Liberate the Balkans;;;;;;;;;;;;;x
free_balkans_desc;This cb will liberate the territoties Bulgaria, Romania, Greece, Serbia, Bosnia, and Montenegro from the Ottoman Empire.;;;;;;;;;;;;;x
NORMAL_FREE_BALKANS_NAME;Russo-Turkish War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_FREE_BALKANS_NAME;Russo-Turkish War;;;;;;;;;;;;;;;;;;;;x
first_balkan_war;Liberate the Balkans;;;;;;;;;;;;;x
first_balkan_war_setup;Liberate the Balkans;;;;;;;;;;;;;x
first_balkan_war_short;Liberate the Balkans;;;;;;;;;;;;;x
first_balkan_war_desc;This cb will liberate the territoties Bulgaria, Serbia, Montenegro, and Greece from the Ottoman Empire.;;;;;;;;;;;;;x
NORMAL_FIRST_BALKAN_WAR_NAME;First Balkan War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_FIRST_BALKAN_WAR_NAME;First Balkan War;;;;;;;;;;;;;;;;;;;;x
oriental_war;Restore Order to Egypt;;;;;;;;;;;;;x
oriental_war_setup;Annex Egypt;;;;;;;;;;;;;x
oriental_war_short;Restore Order to Egypt;;;;;;;;;;;;;x
oriental_war_desc;This cb will annex Egypt and make Hedjaz a puppet of the Ottoman Empire.;;;;;;;;;;;;;x
NORMAL_ORIENTAL_WAR_NAME;2nd Oriental War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_ORIENTAL_WAR_NAME;2nd Oriental War;;;;;;;;;;;;;;;;;;;;x
platine_war;Platine War;;;;;;;;;;;;;x
platine_war_setup;Establish control over Platinean breakaway states.;;;;;;;;;;;;;x
platine_war_short;Establish control over Platinean breakaway states.;;;;;;;;;;;;;x
platine_war_desc;This cb will annex the territoties of Entre Rios and Corrientes.;;;;;;;;;;;;;x
NORMAL_PLATINE_WAR_NAME;The Platine War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_PLATINE_WAR_NAME;The Platine War;;;;;;;;;;;;;;;;;;;;x
chincha_war;Chincha Islands War;;;;;;;;;;;;;x
chincha_war_setup;Acquire Chincha Islands.;;;;;;;;;;;;;x
chincha_war_short;Acquire Chincha Islands.;;;;;;;;;;;;;x
chincha_war_desc;This cb will annex the Chincha Islands.;;;;;;;;;;;;;x
NORMAL_CHINCHA_WAR_NAME;The Chincha Islands War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_CHINCHA_WAR_NAME;The Chincha Islands War;;;;;;;;;;;;;;;;;;;;x
anglo_egypt_war;$FIRST$-Egyptian War;;;;;;;;;;;;;x
anglo_egypt_war_setup;Puppet Egypt.;;;;;;;;;;;;;x
anglo_egypt_war_short;Puppet Egypt.;;;;;;;;;;;;;x
anglo_egypt_war_desc;This cb will puppet Egypt and transfer all their non core territory to $COUNTRY$.;;;;;;;;;;;;;;;;;;;x
NORMAL_ANGLO_EGYPT_WAR_NAME;$FIRST$-Egyptian War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_ANGLO_EGYPT_WAR_NAME;$FIRST$-Egyptian War;;;;;;;;;;;;;;;;;;;;x
paraguayan_war;Paraguayan War;;;;;;;;;;;;;x
paraguayan_war_setup;Establish dominance over Río de la Plata.;;;;;;;;;;;;;x
paraguayan_war_short;Establish dominance over Río de la Plata.;;;;;;;;;;;;;x
paraguayan_war_desc;This cb will liberate the territoties the Río de la Plata basin.;;;;;;;;;;;;;x
NORMAL_PARAGUAYAN_WAR_NAME;War of the Triple Alliance;;;;;;;;;;;;;;;;;;;;x
AGRESSION_PARAGUAYAN_WAR_NAME;War of the Triple Alliance;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;$ORDER$ guerre de $FIRST$ pour le contrôle de $SECOND_COUNTRY$;$ORDER$ Krieg um die Kontrolle von $FIRST$ über $SECOND_COUNTRY$;;;;;;;;;;;x
demand_reparations;Demand Reparations;;;;;;;;;;;;;x
demand_reparations_desc;Force another §Ycountry§W to pay reparations to us;;;;;;;;;;;;;x
demand_reparations_short;Make $RECIPIENT$ pay reparations;;;;;;;;;;;;;x
demand_reparations_setup;Make $RECIPIENT$ pay reparations;;;;;;;;;;;;;x
vassal_tax;Levy Taxes;;;;;;;;;;;;;x
vassal_tax_desc;Force another §Ycountry§W to pay taxes to us;;;;;;;;;;;;;x
vassal_tax_short;Make $RECIPIENT$ pay taxes;;;;;;;;;;;;;x
vassal_tax_setup;Make $RECIPIENT$ pay taxes;;;;;;;;;;;;;x
NORMAL_VASSAL_TAX_WAR_NAME;$SECOND_COUNTRY$ Pays Tribute to the $FIRST$;;;;;;;;;;;;;;;;;;;;x
AGRESSION_VASSAL_TAX_WAR_NAME;$SECOND_COUNTRY$ Pays Tribute to the $FIRST$;;;;;;;;;;;;;;;;;;;;x
restore_puppet_province;Acquire core for puppet;;;;;;;;;;;;;x
restore_puppet_province_desc;Retake a province for our puppet.;;;;;;;;;;;;;x
restore_puppet_province_short;Make $RECIPIENT$ transfer $STATE$ to a puppet.;;;;;;;;;;;;;x
restore_puppet_province_setup;Make $RECIPIENT$ transfer $STATE$ to a puppet.;;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_JAP_TKG;The Boshin War;;;;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_JAP;The Boshin War;;;;;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_JAP_TKG;The Boshin War;;;;;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_TKG_JAP;The Boshin War;;;;;;;;;;;;;;;x
WAR_RESTORE_ORDER_NAME_USA_CSA;The American Civil War;;;;;;;;;;;;;;;x
WAR_RESTORE_ORDER_NAME_CSA_USA;The American Civil War;;;;;;;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_USA_CSA;The American Civil War;;;;;;;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_CSA_USA;The American Civil War;;;;;;;;;;;;;;;x
remove_cores;Remove Cores;;;;;;;;;;;;;;;x
remove_cores_desc;Remove Cores;;;;;;;;;;;;;;;x
remove_cores_short;Make $RECIPIENT$ remove cores on $THIRD$;;;;;;;;;;;;;;;x
remove_cores_setup;Remove cores on $THIRD$;;;;;;;;;;;;;;;x
great_game;Great Game;;;;;;;;;;;;;;;x
great_game_desc;Acquire state;;;;;;;;;;;;;;;x
great_game_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;;;x
great_game_setup;Take an uncivilized state in central Asia. §RAdding this cb will increase infamy by 2, the description in the box above lies.;;;;;;;;;;;;;;;x
liberate_country_free_desc;Liberate an §Yentire country§W from its oppressors;;Befreit ein §Yganzes Land§W von seinen Unterdrückern;;;;;;;;;;;
liberate_country_free;Liberate Country;;Befreit das Land;;;;;;;;;;;
liberate_country_free_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;;;;
liberate_country_free_setup;Return $STATE$ to $THIRD$ from $RECIPIENT$;Prendre $STATE$ à $RECIPIENT$ pour le rendre à $THIRD$;Gebt $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolvérselo a $THIRD$;;;;;;;;;
NORMAL_LIBERATE_PUPPET_NO_INFAMY_WAR_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Freedom;;;;;;;;;;;
AGRESSION_LIBERATE_PUPPET_NO_INFAMY_WAR_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Liberation;;;;;;;;;;;
liberate_puppet_no_infamy;Liberate and Puppet Country;;;;;;;;;;;
liberate_puppet_no_infamy_desc;Liberate and puppet an ?entire country? from its oppressors\n\n?NOTE: ?Do not use it with normal Free people or Liberate Country CBs for other non existent countries.?;;;;;;;;;;;
liberate_puppet_no_infamy_short;$THIRD$ acquires $STATE$ and becomes a puppet;;;;;;;;;;;
liberate_puppet_no_infamy_setup;Puppet and return $STATE$ to $THIRD$ from $RECIPIENT$;;;;;;;;;;;
EVTNAME2561;Defeat in $FROMCOUNTRY_ADJ$ War of Independence;;;;;;;;;;;;;;;x
EVTDESC2561;We could not restore order in $FROMCOUNTRY$ and as a result we have lost all claims on them.;;;;;;;;;;;;;;;x
EVTOPTA2561;Damn.;;;;;;;;;;;;;;;x
unciv_research_points_on_conquer;Research Points From Conquest Bonus;;;;;;;;;;;;;;;x
tiny_nation;Tiny Nation;;;;;;;;;;;;;x
small_nation;Small Nation;;;;;;;;;;;;;x
medium_nation;Medium Nation;;;;;;;;;;;;;x
average_nation_tariffs;Average Nation Tariff Cap;;;;;;;;;;;;;x
large_nation;Large Nation;;;;;;;;;;;;;x
large_nation_tariffs;Large Nation Tariff Cap;;;;;;;;;;;;;x
empire;Empire;;;;;;;;;;;;;x
empire_tariffs;Empire Tariff Cap;;;;;;;;;;;;;x
superpower;Superpower;;;;;;;;;;;;;x
superpower_tariffs;Superpower Tariff Cap;;;;;;;;;;;;;x
hegemon;Hegemon;;;;;;;;;;;;;x
hegemon_desc;Our hegemony will persist as long as we remain the 1st ranked great power.;;;;;;;;;;;;;x
hegemony_countdown;Hegemony Countdown;;;;;;;;;;;;;x
hegemony_countdown_desc;If we do not regain #1 rank by the time this timer runs out, the Hegemon modifier will be removed from this country and given to the new #1 great power.;;;;;;;;;;;;;x
sphereling_tax_bonus;Sphereling Tax Buff;;;;;;;;;;;;;x
china_tax_n_score_nerf;Chinese Army;;;;;;;;;;;;;x
great_power_immigration;GP Immigration Attract Bonus;;;;;;;;;;;;;x
save_the_nation0.5;Revanchism;;;;;;;;;;;;;x
save_the_nation1;Revanchism;;;;;;;;;;;;;x
save_the_nation1.5;Revanchism;;;;;;;;;;;;;x
save_the_nation2;Revanchism;;;;;;;;;;;;;x
save_the_nation2.5;Revanchism;;;;;;;;;;;;;x
save_the_nation3;Revanchism;;;;;;;;;;;;;x
save_the_nation3.5;Revanchism;;;;;;;;;;;;;x
save_the_nation4;Revanchism;;;;;;;;;;;;;x
save_the_nation4.5;Revanchism;;;;;;;;;;;;;x
save_the_nation5;Revanchism;;;;;;;;;;;;;x
save_the_nation0.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation1_china;Revanchism;;;;;;;;;;;;;x
save_the_nation1.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation2_china;Revanchism;;;;;;;;;;;;;x
save_the_nation2.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation3_china;Revanchism;;;;;;;;;;;;;x
save_the_nation3.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation4_china;Revanchism;;;;;;;;;;;;;x
save_the_nation4.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation5_china;Revanchism;;;;;;;;;;;;;x
one_year_draft;One Year Draft;;;;;;;;;;;;;x
two_year_draft;Two Year Draft;;;;;;;;;;;;;x
four_year_draft;Four Year Draft;;;;;;;;;;;;;x
mandatory_service;Mandatory Service;;;;;;;;;;;;;x
regionalism;Regionalism;;;;;;;;;;;;;x
totalitarianism;Totalitarianism;;;;;;;;;;;;;x
confederalism;Confederalism;;;;;;;;;;;;;x
one_year_draft_china;One Year Draft;;;;;;;;;;;;;x
two_year_draft_china;Two Year Draft;;;;;;;;;;;;;x
four_year_draft_china;Four Year Draft;;;;;;;;;;;;;x
mandatory_service_china;Mandatory Service;;;;;;;;;;;;;x
regionalism_china;Regionalism;;;;;;;;;;;;;x
totalitarianism_china;Totalitarianism;;;;;;;;;;;;;x
confederalism_china;Confederalism;;;;;;;;;;;;;x
mob1;Levée en Masse §G+2 Mob Size;;;;;;;;;;;;;x
mob1_desc;A French term used for a policy of mass national conscription, often in the face of invasion. The concept originated during the French Revolutionary Wars where it formed an integral part of the creation of national identity, making it distinct from forms of conscription which had existed before this date.;;;;;;;;;;;;;x
mob2;Mobilization Time Tables §G+1 Mob Size;;;;;;;;;;;;;x
mob2_desc;By pre-planning mobilization, all reserve units had set mobilization areas and time tables for getting equipment, boarding trains, and frontal marching routes. This sped up the mobilization vastly.;;;;;;;;;;;;;x
mob3;Personnel Category Tables §G+1 Mob Size;;;;;;;;;;;;;x
mob3_desc;These tables categorized tasks, position, etc. so that it was easy in peace time to place personnel into combat formations. During mobilization the process was sped up as it was easy to know which soldier was to go to what company.;;;;;;;;;;;;;x
mob4;Staff Command Support §G+1 Mob Size;;;;;;;;;;;;;x
mob4_desc;The introduction of working staffs at lower echelon units was a spin off from having an effective and functional General Staff. Soon all units had staffs that supported their leaders.;;;;;;;;;;;;;x
mob5;Railroad Transport Groups §G+2 Mob Size;;;;;;;;;;;;;x
mob5_desc;At this point specialists formed certain groups that serviced specialized railroad units. These could quickly load and reload trains and service the full movement of army units.;;;;;;;;;;;;;x
mob1_trigger;Levée en Masse;;;;;;;;;;;;;x
mob2_trigger;Mobilization Time Tables;;;;;;;;;;;;;x
mob3_trigger;Personnel Category Tables;;;;;;;;;;;;;x
mob4_trigger;Staff Command Support;;;;;;;;;;;;;x
mob5_trigger;Railroad Transport Groups;;;;;;;;;;;;;x
mob1_china_trigger;Levée en Masse;;;;;;;;;;;;;x
mob2_china_trigger;Mobilization Time Tables;;;;;;;;;;;;;x
mob3_china_trigger;Personnel Category Tables;;;;;;;;;;;;;x
mob4_china_trigger;Staff Command Support;;;;;;;;;;;;;x
mob5_china_trigger;Railroad Transport Groups;;;;;;;;;;;;;x
early_rgo_boost;Early Game RGO Boost;;;;;;;;;;;;;x
early_factory_boost;Early Game Factory Boost;;;;;;;;;;;;;x
early_factory_boost_desc;All civilized countries receive this boost in 1836 in order to smooth out machine parts, steel, and cement demand.;;;;;;;;;;;;;x
late_factory_boost;Late Game Factory Boost;;;;;;;;;;;;;x
late_factory_boost_desc;All civilized countries receive this boost in 1913 in order to smooth out factory inputs and construction demand.;;;;;;;;;;;;;x
changing_agriculture;Changing Agriculture;;;;;;;;;;;;;x
unciv_population_boom;Population Boom;;;;;;;;;;;;;x
unciv_population_boom_desc;The population is booming as a result of our recent successful civilizing efforts.;;;;;;;;;;;;;x
taxation_1890;Midgame Taxation Cap;;;;;;;;;;;;;x
non_free_trade_tariffs_1890;Protectionism Midagme Tariff Cap;;;;;;;;;;;;;x
free_trade_tariffs_1890;Free Trade Midagme Tariff Cap;;;;;;;;;;;;;x
taxation_1910;Lategame Taxation Cap;;;;;;;;;;;;;x
non_free_trade_tariffs_1910;Protectionism Lategame Tariff Cap;;;;;;;;;;;;;x
free_trade_tariffs_1910;Free Trade Lategame Tariff Cap;;;;;;;;;;;;;x
EVTNAME70004;RGO Expansion in $STATE$;;;;;;;;;;;;;x
EVTDESC70004;When a province changes owners or is turned from a colony to a state, all old province modifiers are automatically removed. This province event adds an RGO expansion modifier to any recently acquired provinces and former colonies that previously had them.;;;;;;;;;;;;;x
EVTOPTA70004;Excellent.;;;;;;;;;;;;;x
badboy1;25 Infamy Penalty;;;;;;;;;;;;;x
badboy2;30 Infamy Penalty;;;;;;;;;;;;;x
badboy3;35 Infamy Penalty;;;;;;;;;;;;;x
badboy4;40 Infamy Penalty;;;;;;;;;;;;;x
badboy5;45 Infamy Penalty;;;;;;;;;;;;;x
badboy6;50+ Infamy Penalty;;;;;;;;;;;;;x
extra_decay;Extra Infamy Decay;;;;;;;;;;;;;x
administrative_points;Administrative Points;;;;;;;;;x;;;;
province_selector;Province Selector;;;;;;;;;;;;;;;;;;;;;;;;;;;x
urban_center;Urban Center;;;;;;;;;;;;;;;;;;;;;;;;;;;x
farmland;Farmland Expansion;;;;;;;;;;;;;;;;;;;;;;;;;;;x
mines;Mine Expansion;;;;;;;;;;;;;;;;;;;;;;;;;;;x
PS_unlocked;Farmland Building Unlocked;;;;;;;;;;;;;x
PS_unlocked_desc;You can now expand Farmland buildings.;;;;;;;;;;;;;x
construction_company;Construction Company;;;;;;;;;;;;;x
construction_company_desc;Steel Mill Throughput: §G+20%\n§WCement Factory Throughput: §G+20%;;;;;;;;;;;;;x
tooling_company;Tooling Company;;;;;;;;;;;;;x
tooling_company_desc;Machine Parts Factory Throughput: §G+20%\n§WElectric Gear Factory Throughput: §G+20%;;;;;;;;;;;;;x
shipyard_company;Shipyard Company;;;;;;;;;;;;;x
shipyard_company_desc;Steamer Shipyard Throughput: §G+20%\n§WClipper Shipyard Throughput: §G+20%;;;;;;;;;;;;;x
firearm_company;Firearm Company;;;;;;;;;;;;;x
firearm_company_desc;Small Arms Factory Throughput: §G+20%\n§WAmmunition Factory Throughput: §G+20%;;;;;;;;;;;;;x
heavy_armament_company;Heavy Armament Company;;;;;;;;;;;;;x
heavy_armament_company_desc;Artillery Factory Throughput: §G+20%\n§WExplosives Factory Throughput: §G+20%;;;;;;;;;;;;;x
grocery_company;Grocery Company;;;;;;;;;;;;;x
grocery_company_desc;Canned Food Factory Throughput: §G+20%\n§WGlass Factory Throughput: §G+20%;;;;;;;;;;;;;x
drug_company;Drug Company;;;;;;;;;;;;;x
drug_company_desc;Pharmaceutical Plant Throughput: §G+20%\n§WGlass Factory Throughput: §G+20%;;;;;;;;;;;;;x
tobacco_company;Tobacco Company;;;;;;;;;;;;;x
tobacco_company_desc;Cigarette Factory Throughput: §G+20%\n§WPaper Factory Throughput: §G+20%;;;;;;;;;;;;;x
brewing_company;Brewing Company;;;;;;;;;;;;;x
brewing_company_desc;Liquor Distillery Throughput: §G+20%\n§WWinery Throughput: §G+20%;;;;;;;;;;;;;x
beverage_company;Beverage Company;;;;;;;;;;;;;x
beverage_company_desc;Tea Packing Factory Throughput: §G+20%\n§WCoffee Packing Factory Throughput: §G+20%;;;;;;;;;;;;;x
oil_company;Oil Company;;;;;;;;;;;;;x
